,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
424,Pacific Heights,44926706.0,18000000.0,6912637.0,6.4,102,17072.0,1.85
425,Sister Act,231600000.0,31000000.0,11894587.0,6.4,100,82738.0,1.85
426,Scent of a Woman,134895607.0,31000000.0,357468.0,8.0,156,244341.0,1.85
427,Wayne's World,183100000.0,20000000.0,18100000.0,7.0,94,138221.0,1.85
428,Patriot Games,94700000.0,45000000.0,18500000.0,6.9,117,98184.0,2.20
429,The Bodyguard,410900000.0,25000000.0,16611793.0,6.3,129,113069.0,1.85
430,Death Becomes Her,149000000.0,55000000.0,12100000.0,6.6,104,97963.0,1.85
431,Stop! Or My Mom Will Shoot,70611210.0,45000000.0,7058590.0,4.3,87,37102.0,1.85
432,Bad Lieutenant,2527895.0,1000000.0,47454.0,7.1,96,36662.0,1.85
433,Scream 3,161830000.0,40000000.0,34713342.0,5.6,116,118726.0,2.35
434,The Beach,144056873.0,50000000.0,15277921.0,6.7,119,215177.0,2.35
435,Snow Day,62464731.0,13000000.0,14331819.0,5.1,89,11152.0,1.85
436,The Tigger Movie,96159800.0,30000000.0,9427532.0,6.3,77,16409.0,1.33
437,Pitch Black,53187659.0,23000000.0,14015741.0,7.1,109,219218.0,2.39
438,The Whole Nine Yards,106371651.0,41300000.0,15915676.0,6.7,98,106478.0,1.85
439,Wonder Boys,8312406.0,55000000.0,87505.0,7.3,107,59793.0,2.35
440,The Next Best Thing,24362772.0,25000000.0,5870387.0,4.6,108,10501.0,1.85
441,Mission to Mars,110983407.0,100000000.0,22855247.0,5.7,114,68515.0,2.35
442,Erin Brockovich,256271286.0,52000000.0,28138465.0,7.3,131,165902.0,1.85
443,Final Destination,112880294.0,23000000.0,10015822.0,6.7,98,219890.0,1.85
444,Animal House,3371006.0,3000000.0,201747.0,7.5,109,107976.0,1.85
445,Death Wish 2,45000000.0,2000000.0,1871487.0,6.1,89,13665.0,1.85
446,Death Wish 3,19838666.0,9000000.0,5319116.0,5.9,92,13298.0,1.85
447,Dying Young,82264675.0,18000000.0,9725885.0,6.1,111,14340.0,1.85
448,Band of the Hand,5387430.0,8700000.0,2235720.0,6.3,109,2597.0,1.85
449,Romeo Must Die,91036760.0,25000000.0,18014503.0,6.1,115,64807.0,2.35
450,The Road to El Dorado,76529181.0,95000000.0,12846652.0,6.9,89,79450.0,1.85
451,Hook,300854823.0,70000000.0,13522535.0,6.8,142,223883.0,2.39
452,Frequency,68106245.0,31000000.0,9025584.0,7.3,118,97445.0,2.35
453,Arthur,13353000.0,7000000.0,2719534.0,6.9,97,24735.0,1.85
454,Predator,38532010.0,15000000.0,12031638.0,7.8,107,357404.0,1.85
455,28 Days,62198945.0,43000000.0,10310672.0,6.0,103,42522.0,1.37
456,American Psycho,34266564.0,7000000.0,4961015.0,7.6,101,457083.0,1.78
457,Keeping the Faith,59945183.0,29000000.0,8078671.0,6.3,128,48795.0,1.85
458,Gossip,12591270.0,24000000.0,2321729.0,5.9,90,14024.0,2.35
459,The Virgin Suicides,10409377.0,6000000.0,235122.0,7.2,97,138462.0,1.66
460,The Flintstones in Viva Rock Vegas,59468275.0,83000000.0,10518435.0,3.6,90,20497.0,1.85
461,Gladiator,457640427.0,103000000.0,34819017.0,8.5,155,1273419.0,2.39
462,Battlefield Earth,8253978.0,73000000.0,11548898.0,2.5,118,74318.0,2.35
463,Dinosaur,354248063.0,127500000.0,38854851.0,6.5,82,50324.0,1.85
464,Loser,18404706.0,20000000.0,6008611.0,5.3,98,25906.0,1.85
465,Road Trip,119754278.0,16000000.0,15484004.0,6.4,93,152703.0,1.85
466,Mission: Impossible II,565400000.0,125000000.0,57845297.0,6.1,123,301334.0,2.39
467,Shanghai Noon,99274467.0,55000000.0,19647065.0,6.6,110,115435.0,2.39
468,Monsieur Verdoux,1500000.0,2000000.0,1044.0,7.9,124,14803.0,1.37
469,Predator 2,57120318.0,35000000.0,8784943.0,6.3,108,140105.0,1.37
470,Bird on a Wire,138699000.0,20000000.0,15338160.0,6.0,110,38192.0,2.35
471,Gone in Sixty Seconds,237202299.0,90000000.0,25336048.0,6.5,118,252749.0,2.39
472,"Me, Myself & Irene",149270999.0,51000000.0,24209385.0,6.6,116,215544.0,1.85
473,The Patriot,215294342.0,110000000.0,22413710.0,7.2,165,245135.0,2.39
474,The Perfect Storm,328718434.0,140000000.0,41325042.0,6.4,130,150923.0,2.39
475,The Kid,110317580.0,65000000.0,12687726.0,6.1,104,39071.0,1.85
476,Scary Movie,278019771.0,19000000.0,42346669.0,6.2,88,223296.0,2.35
477,But I'm a Cheerleader,2595216.0,1200000.0,60410.0,6.6,85,24394.0,1.85
478,X-Men,296339527.0,75000000.0,54471475.0,7.4,104,553053.0,2.39
479,What Lies Beneath,291420351.0,100000000.0,29702959.0,6.6,130,113901.0,2.39
480,Nutty Professor II: The Klumps,166339890.0,84000000.0,42518830.0,4.4,106,46958.0,1.85
481,Coyote Ugly,113916474.0,45000000.0,17319282.0,5.7,100,103489.0,2.39
482,Hollow Man,118000000.0,95000000.0,26414386.0,5.8,112,118982.0,1.85
483,Space Cowboys,128884132.0,65000000.0,18093776.0,6.4,130,71081.0,2.39
484,Steel Magnolias,95904091.0,15000000.0,5425440.0,7.3,117,44282.0,1.85
485,The Replacements,5317452.0,50000000.0,11039214.0,6.6,118,56168.0,1.85
486,The Cell,104155843.0,33000000.0,17515050.0,6.3,107,92367.0,2.39:1
487,The Original Kings of Comedy,38251106.0,13000000.0,11053832.0,6.9,115,5193.0,1.85
488,The Way of the Gun,13069740.0,8500000.0,2150979.0,6.7,119,30854.0,1.85
489,Almost Famous,14848839.0,60000000.0,2314646.0,7.9,122,242102.0,1.85
490,Urban Legends: Final Cut,17105555.0,14000000.0,8505513.0,4.3,97,15442.0,2.35
491,Remember the Titans,136706683.0,30000000.0,20905831.0,7.8,113,190021.0,2.39
492,Digimon: The Movie,7012038.0,5000000.0,4233304.0,6.1,82,6547.0,1.85
493,Get Carter,4445811.0,63600000.0,6637830.0,5.2,102,31597.0,2.35
494,Meet the Parents,330444045.0,55000000.0,28623300.0,7.0,108,300697.0,1.85
495,Requiem for a Dream,7390108.0,4500000.0,64770.0,8.3,102,730223.0,1.37
496,The Contender,22361811.0,20000000.0,5363900.0,6.9,126,22236.0,1.85
497,Dr. T and the Women,22844291.0,23000000.0,5012867.0,4.6,122,17232.0,2.35
498,Lost Souls,31355910.0,50000000.0,7954766.0,4.8,97,10214.0,2.35
499,Pay It Forward,55707411.0,40000000.0,9631359.0,7.2,123,109617.0,1.85
500,Book of Shadows: Blair Witch 2,21300000.0,15000000.0,13223887.0,3.9,90,34725.0,1.85
501,Charlie's Angels,264105545.0,93000000.0,40128550.0,5.5,98,170364.0,2.39
502,Little Nicky,58292295.0,85000000.0,16063904.0,5.3,90,94618.0,1.85
503,Men of Honor,82343495.0,32000000.0,13339465.0,7.2,129,103650.0,2.35
504,Red Planet,15983079.0,80000000.0,8721296.0,5.7,106,53795.0,2.35
505,The 6th Day,61481197.0,82000000.0,13020883.0,5.9,123,113347.0,2.35
506,How the Grinch Stole Christmas,345141403.0,123000000.0,55082330.0,6.2,104,194744.0,1.85
507,102 Dalmatians,183611771.0,85000000.0,19883351.0,4.9,100,33246.0,1.85
508,Unbreakable,154500000.0,75000000.0,30330771.0,7.3,106,372275.0,2.39
509,Dungeons & Dragons,33807409.0,45000000.0,7237422.0,3.6,107,31225.0,1.85
510,Vertical Limit,215663859.0,75000000.0,15507845.0,5.9,124,56815.0,1.85
511,Born on the Fourth of July,161001698.0,14000000.0,172021.0,7.2,145,93302.0,2.20
512,"Dude, Where’s My Car?",73180723.0,13000000.0,13845914.0,5.5,83,131261.0,1.37
513,The Emperor's New Groove,169327687.0,100000000.0,9812302.0,7.3,78,169785.0,1.85
514,What Women Want,191300000.0,70000000.0,33614543.0,6.4,127,185543.0,1.37
515,Finding Forrester,80049764.0,43000000.0,701207.0,7.3,136,80409.0,2.39
516,The Gift,44567606.0,10000000.0,11827.0,6.6,112,61133.0,1.85
517,Cast Away,429632142.0,90000000.0,28883406.0,7.8,143,494974.0,1.85
518,The Family Man,124745083.0,60000000.0,15104055.0,6.8,125,99862.0,2.39
519,Miss Congeniality,212742720.0,45000000.0,13853686.0,6.2,109,178125.0,1.85
520,Dracula 2000,47053625.0,54000000.0,8636567.0,4.9,99,31180.0,2.35
521,Thirteen Days,66579890.0,80000000.0,46668.0,7.3,145,52157.0,1.85
522,Traffic,207515725.0,48000000.0,15517549.0,7.6,147,190226.0,1.85
523,Save the Last Dance,131706809.0,13000000.0,27526443.0,6.2,112,55328.0,1.85
524,Beverly Hills Cop II,299965036.0,28000000.0,26348555.0,6.5,100,102457.0,2.39
525,Beverly Hills Cop,316360478.0,14000000.0,15214805.0,7.3,105,155093.0,1.37
526,Jaws: The Revenge,31118000.0,23000000.0,7154890.0,3.0,89,39019.0,2.35
527,Masters of the Universe,100000000.0,22000000.0,4883168.0,5.4,106,35314.0,1.85
528,Hannibal,351692268.0,87000000.0,58003121.0,6.8,131,243954.0,1.85
529,Sweet November,65754228.0,40000000.0,11015226.0,6.7,119,82764.0,1.85
530,Monkeybone,2210366.0,75000000.0,2685078.0,4.7,93,16239.0,1.85
531,The Mexican,81000000.0,35000000.0,20108829.0,6.1,123,100025.0,2.35
532,15 Minutes,56359980.0,60000000.0,10523154.0,6.1,120,47342.0,2.35
533,Double Impact,80500000.0,15000000.0,7574703.0,5.6,110,36341.0,1.85
534,Exit Wounds,79958599.0,50000000.0,18485586.0,5.6,101,31185.0,2.35
535,Memento,39723096.0,9000000.0,235488.0,8.4,113,1071338.0,2.39
536,Heartbreakers,57756408.0,35000000.0,11801323.0,6.2,123,49977.0,2.35
537,Spy Kids,147934180.0,35000000.0,1576897.0,5.4,88,103830.0,1.85
538,The Tailor of Panama,28008462.0,18000000.0,1837068.0,6.1,109,27103.0,2.35
539,Along Came a Spider,105178561.0,60000000.0,16712407.0,6.4,104,72298.0,2.35
540,Blow,83282296.0,53000000.0,12443461.0,7.6,124,231635.0,2.35
541,Scarface,65884703.0,25000000.0,242821.0,8.3,170,699236.0,2.39
542,The Forsaken,8704851.0,15000000.0,3020159.0,5.3,90,8151.0,1.85
543,Town & Country,3652318.0,90000000.0,3029858.0,4.4,104,4553.0,1.85
544,The Mummy Returns,433013274.0,98000000.0,68139035.0,6.3,130,291571.0,2.39
545,Nine to Five,2490513.0,10000000.0,3966832.0,6.8,109,25963.0,1.85
546,A Knight's Tale,117487473.0,65000000.0,16511391.0,6.9,132,162950.0,2.35
547,Shrek,484409218.0,60000000.0,42347760.0,7.8,90,587407.0,1.75
548,Pearl Harbor,449220945.0,140000000.0,75177654.0,6.2,183,301686.0,2.39
549,City Slickers,179033791.0,27000000.0,13032121.0,6.7,113,45920.0,1.85
550,The Animal,84772742.0,47000000.0,19610520.0,4.8,84,55304.0,1.85
551,Evolution,98376292.0,80000000.0,13408351.0,6.1,101,116031.0,1.85
552,Swordfish,147080413.0,102000000.0,18145632.0,6.5,99,172194.0,2.35
553,Tootsie,38974697.0,22000000.0,5540470.0,7.4,116,93088.0,2.39
554,Atlantis: The Lost Empire,186053000.0,120000000.0,329011.0,6.9,95,97610.0,1.66
555,Lara Croft: Tomb Raider,274703340.0,115000000.0,47735743.0,5.8,100,191733.0,1.85
556,Dr. Dolittle 2,176104344.0,70000000.0,25037039.0,4.7,87,40447.0,2.39
557,The Fast and the Furious,207283925.0,38000000.0,40089015.0,6.8,106,332708.0,2.39
558,A.I. Artificial Intelligence,235927000.0,100000000.0,29352630.0,7.2,146,281882.0,1.78
559,Cats & Dogs,200687492.0,60000000.0,21707617.0,5.1,87,54501.0,1.85
560,Scary Movie 2,141220678.0,45000000.0,20503356.0,5.3,83,144044.0,1.85
561,Another Woman,2700398.0,10000000.0,75196.0,7.3,81,12259.0,1.85
562,The Cannonball Run,17639570.0,18000000.0,11765654.0,6.3,95,31669.0,1.85
563,Final Fantasy: The Spirits Within,85131830.0,137000000.0,11408853.0,6.4,106,78946.0,1.85
564,Legally Blonde,141774679.0,18000000.0,20377426.0,6.3,96,174363.0,2.39
565,Cocktail,171504781.0,20000000.0,11789466.0,5.9,104,76476.0,1.85
566,The Land Before Time,84460846.0,12500000.0,7526025.0,7.4,69,76302.0,1.85
567,Return of the Living Dead Part II,840846.0,6200000.0,4576000.0,5.8,89,17490.0,1.85
568,Black Rain,134212055.0,30000000.0,9677102.0,6.7,125,47312.0,2.20
569,Harlem Nights,95900000.0,30000000.0,16000000.0,6.1,116,19301.0,1.85
570,Jurassic Park III,368780809.0,93000000.0,50771645.0,5.9,92,284891.0,1.37
571,America's Sweethearts,138191428.0,46000000.0,30181877.0,5.7,102,53364.0,2.35
572,Ghost World,2543544.0,7000000.0,98791.0,7.3,111,109621.0,1.85
573,Planet of the Apes,362211740.0,100000000.0,68532960.0,5.7,119,205398.0,2.35
574,Sea of Love,110879513.0,19000000.0,10017840.0,6.8,113,36172.0,1.85
575,Uncle Buck,79258538.0,15000000.0,8794501.0,7.0,100,80567.0,1.85
576,The War of the Roses,160188546.0,26000000.0,9488794.0,6.8,116,46157.0,1.85
577,The Princess Diaries,57086197.0,26000000.0,22862269.0,6.3,111,121534.0,1.85
578,American Pie 2,287553595.0,30000000.0,45117985.0,6.4,108,231815.0,1.85
579,Rat Race,85498534.0,48000000.0,11662094.0,6.4,112,105538.0,2.39
580,Jeepers Creepers,59217789.0,10000000.0,15831700.0,6.2,90,106295.0,1.85
581,Rock Star,19334145.0,57000000.0,6018636.0,6.3,105,39761.0,2.35
582,Glitter,5271666.0,22000000.0,2414596.0,2.2,104,21089.0,2.39
583,Training Day,104876233.0,45000000.0,22550788.0,7.7,122,370558.0,2.35
584,Don't Say a Word,100020092.0,50000000.0,17090474.0,6.3,113,47153.0,2.39
585,Joy Ride,37000000.0,23000000.0,7347259.0,6.6,97,61962.0,2.35
586,Serendipity,77516304.0,28000000.0,13309241.0,6.9,90,100600.0,1.78
587,Bandits,67631903.0,75000000.0,13050700.0,6.5,123,63602.0,2.35
588,From Hell,74558115.0,35000000.0,11014818.0,6.8,122,142652.0,2.35
589,Riding in Cars with Boys,35743308.0,48000000.0,10404652.0,6.5,132,25917.0,1.85
590,K-PAX,65001485.0,68000000.0,17215275.0,7.4,120,170869.0,2.35
591,Thir13en Ghosts,26600000.0,42000000.0,15165355.0,5.6,91,76414.0,1.33
592,Donnie Darko,7510877.0,4500000.0,24728.0,8.0,113,716774.0,2.35
593,Life as a House,5920746.0,27000000.0,294056.0,7.5,125,42146.0,2.39
594,"Monsters, Inc.",562816256.0,115000000.0,5040000.0,8.0,92,776183.0,1.85
595,The One,72689126.0,49000000.0,19112404.0,5.9,87,86858.0,2.35
596,Shallow Hal,141069860.0,40000000.0,22518295.0,5.9,114,123714.0,1.85
597,In the Bedroom,43368779.0,1700000.0,93972.0,7.4,130,36361.0,2.35
598,Behind Enemy Lines,32896412.0,40000000.0,18736133.0,6.4,106,96434.0,2.35
599,Ocean's Eleven,450717150.0,85000000.0,38107822.0,7.8,116,491577.0,2.39
600,Not Another Teen Movie,66468332.0,15000000.0,12615116.0,5.7,89,93439.0,1.85
601,Vanilla Sky,203388341.0,68000000.0,25015518.0,6.9,136,240136.0,1.85
602,The Royal Tenenbaums,19077240.0,21000000.0,276981.0,7.6,110,254971.0,2.35
603,Jimmy Neutron: Boy Genius,102992536.0,30000000.0,18554948.0,6.0,82,29328.0,1.85
604,Kate & Leopold,76019048.0,48000000.0,2562448.0,6.4,118,76457.0,1.85
605,A Beautiful Mind,313542341.0,58000000.0,2501096.0,8.2,135,806213.0,1.85
606,Ali,87713825.0,107000000.0,10216625.0,6.8,157,90278.0,2.39
607,Black Hawk Down,172989651.0,92000000.0,193021.0,7.7,144,351275.0,2.39
608,Gosford Park,87754044.0,19800000.0,3395759.0,7.2,131,76660.0,2.35
609,I Am Sam,97818139.0,22000000.0,25993.0,7.7,132,138998.0,1.85
610,Another 48 Hrs.,153518974.0,38000000.0,19400000.0,5.9,93,36816.0,1.85
611,Dragonslayer,14914786.0,18000000.0,2407939.0,6.7,108,14148.0,2.20
612,Conan the Destroyer,100042035.0,18000000.0,6876678.0,5.9,103,73775.0,2.35
613,Dragon: The Bruce Lee Story,63512679.0,14000000.0,10000000.0,7.0,120,26295.0,2.35
614,The Mothman Prophecies,55157539.0,32000000.0,11208851.0,6.4,119,73051.0,2.35
615,Collateral Damage,78382433.0,85000000.0,15058432.0,5.5,108,70169.0,1.85
616,Crossroads,61141030.0,12000000.0,17014226.0,3.5,93,37621.0,1.85
617,John Q,102244770.0,36000000.0,23612171.0,7.1,116,118932.0,1.85
618,Return to Never Land,109862682.0,20000000.0,15623464.0,5.8,72,17426.0,1.66
619,The Good Son,60417219.0,17000000.0,12500000.0,6.4,87,34996.0,1.85
620,Dragonfly,52353400.0,60000000.0,10216025.0,6.1,104,35727.0,2.39
621,40 Days and 40 Nights,95146283.0,17000000.0,12229529.0,5.6,96,68658.0,1.85
622,We Were Soldiers,36538066.0,75000000.0,20212543.0,7.2,138,125413.0,2.35
623,The Time Machine,123729176.0,80000000.0,22610437.0,6.0,96,115625.0,2.35
624,Ice Age,383257136.0,59000000.0,46312454.0,7.5,81,421543.0,1.85
625,Showtime,77741732.0,85000000.0,15011430.0,5.5,95,59146.0,2.35
626,Smokey and the Bandit,1602173.0,4300000.0,1728060.0,7.0,96,42707.0,1.85
627,Panic Room,196397415.0,48000000.0,30056751.0,6.8,112,246294.0,2.39
628,The Rookie,80693537.0,20000000.0,16021684.0,6.9,127,30969.0,2.35
629,High Crimes,63781100.0,42000000.0,14005550.0,6.4,115,37240.0,2.35
630,Changing Lanes,94935764.0,45000000.0,17128062.0,6.4,98,64893.0,2.35
631,The Sweetest Thing,43978606.0,43000000.0,9430667.0,5.2,84,53235.0,1.85
632,Three Men and a Baby,242780960.0,11000000.0,10384392.0,6.0,102,45166.0,1.85
633,The Scorpion King,165333180.0,60000000.0,36075875.0,5.5,92,126339.0,2.39
634,Spider-Man,399200000.0,139000000.0,114844116.0,7.3,121,662608.0,1.85
635,Star Wars: Episode II - Attack of the Clones,649398328.0,115000000.0,80027814.0,6.5,142,610242.0,2.39
636,Enough,11793445.0,38000000.0,17213137.0,5.8,115,37746.0,2.35
637,Insomnia,113714830.0,46000000.0,20930169.0,7.2,118,262109.0,2.39
638,Spirit: Stallion of the Cimarron,122563539.0,80000000.0,23213736.0,7.1,83,61182.0,2.39
639,Thirteen Conversations About One Thing,418488.0,4500000.0,89499.0,7.0,104,9267.0,1.85
640,The Sum of All Fears,193921372.0,68000000.0,31178526.0,6.4,124,99545.0,2.39
641,Bad Company,65977295.0,70000000.0,11007367.0,5.6,116,43839.0,2.39
642,Divine Secrets of the Ya-Ya Sisterhood,73839240.0,27000000.0,16167412.0,6.1,116,17607.0,2.39
643,The Bourne Identity,214034224.0,60000000.0,27118640.0,7.9,119,489356.0,2.39
644,Scooby-Doo,99000000.0,84000000.0,54155312.0,5.1,86,92674.0,1.85
645,Windtalkers,77628265.0,115000000.0,14520412.0,6.1,134,63714.0,2.39
646,Lilo & Stitch,273144151.0,80000000.0,35260212.0,7.2,85,158696.0,1.66
647,Minority Report,358372926.0,102000000.0,35677125.0,7.6,145,486318.0,2.39
648,Mr. Deeds,171269535.0,50000000.0,37162787.0,5.8,96,131212.0,1.85
649,Like Mike,62432423.0,30000000.0,12179420.0,5.3,99,18170.0,1.85
650,Men in Black II,441818803.0,140000000.0,52148751.0,6.2,88,329647.0,1.37
651,Reign of Fire,82150183.0,60000000.0,15632281.0,6.2,101,122489.0,2.39
652,Road to Perdition,181001478.0,80000000.0,22079481.0,7.7,117,235657.0,2.35
653,Halloween: Resurrection,37664855.0,15000000.0,12292121.0,4.0,94,35700.0,2.35
654,Eight Legged Freaks,45867333.0,30000000.0,6485458.0,5.4,99,51267.0,2.39
655,Stuart Little 2,169956806.0,120000000.0,15115152.0,5.4,77,47866.0,1.85
656,Austin Powers in Goldmember,296655431.0,63000000.0,73071188.0,6.2,94,189543.0,2.39
657,Signs,408247917.0,72000000.0,60117080.0,6.7,106,326640.0,1.85
658,Spy Kids 2: The Island of Lost Dreams,119723358.0,38000000.0,16711716.0,5.1,100,57574.0,1.85
659,xXx,277448382.0,70000000.0,44506103.0,5.9,124,169574.0,2.39
660,The Adventures of Pluto Nash,2683893.0,100000000.0,2182900.0,3.8,95,23757.0,1.85
661,Blue Crush,51599647.0,30000000.0,14169455.0,5.6,104,29158.0,1.85
662,One Hour Photo,19500000.0,12000000.0,321515.0,6.8,96,110786.0,1.85
663,Hot Shots!,181096164.0,26000000.0,10848182.0,6.8,84,95134.0,1.85
664,Down and Out in Beverly Hills,91411255.0,14000000.0,5726495.0,6.2,103,14962.0,1.85
665,Barbershop,77063924.0,12000000.0,20627433.0,6.3,102,28516.0,1.85
666,The Banger Sisters,38068353.0,10000000.0,10037846.0,5.6,98,14114.0,2.35
667,Secretary,9304609.0,4000000.0,182306.0,7.0,107,79988.0,1.85
668,Sweet Home Alabama,53399006.0,38000000.0,35648740.0,6.2,108,98704.0,2.39
669,The Tuxedo,104391623.0,60000000.0,15051028.0,5.4,98,76190.0,1.85
670,Below,2622015.0,40000000.0,201431.0,6.1,105,20338.0,1.85
671,Punch-Drunk Love,24665649.0,25000000.0,367203.0,7.3,95,139822.0,2.39
672,Abandon,12302219.0,25000000.0,5064077.0,4.9,99,9009.0,2.35
673,The Ring,249348933.0,48000000.0,15015393.0,7.1,115,308971.0,1.85
674,Naqoyqatsi,155640.0,3000000.0,17154.0,6.6,89,5182.0,1.78
675,Saturday Night Fever,237113184.0,3000000.0,3878099.0,6.8,118,67246.0,1.85
676,All Night Long,10000000.0,14000000.0,1392852.0,5.6,87,1520.0,1.85
677,Ghost Ship,38236393.0,35000000.0,11503423.0,5.5,91,90146.0,1.85
678,Jackass: The Movie,79493831.0,5000000.0,2763437.0,6.6,87,78721.0,1.85
679,I Spy,60279822.0,70000000.0,12752803.0,5.4,97,47694.0,1.37
680,The Santa Clause 2,172855065.0,65000000.0,29008696.0,5.6,104,47696.0,1.85
681,8 Mile,242875078.0,41000000.0,51240555.0,7.1,110,238868.0,2.39
682,Solaris,30002758.0,47000000.0,6752722.0,6.2,99,77069.0,2.35
683,Treasure Planet,109578115.0,140000000.0,12083248.0,7.2,95,95852.0,1.66
684,They,3289543.0,17000000.0,5144090.0,4.8,89,12095.0,2.35
685,Analyze That,54994757.0,60000000.0,11034422.0,5.9,96,80169.0,1.85
686,Equilibrium,5359645.0,20000000.0,541512.0,7.4,107,303309.0,2.35
687,Maid in Manhattan,154906693.0,55000000.0,18711407.0,5.2,105,81303.0,2.39
688,Star Trek: Nemesis,67312826.0,60000000.0,18513305.0,6.4,116,70951.0,2.39
689,About Schmidt,105834556.0,30000000.0,282367.0,7.1,125,119646.0,1.85
690,Gangs of New York,193772504.0,100000000.0,9496870.0,7.5,167,387464.0,2.35
691,Two Weeks Notice,199043242.0,60000000.0,14328494.0,6.1,101,101986.0,1.85
692,The Wild Thornberrys Movie,20586040.0,25000000.0,6013847.0,5.6,85,13710.0,2.39
693,Catch Me If You Can,352114312.0,52000000.0,30082000.0,8.1,141,768843.0,1.85
694,Chicago,306776732.0,45000000.0,2074929.0,7.1,113,208205.0,1.85
695,The Hours,108846072.0,25000000.0,338622.0,7.5,110,120193.0,1.85
696,Just Married,101564935.0,18000000.0,17548993.0,5.5,95,65880.0,1.85
697,Kangaroo Jack,88929111.0,60000000.0,21895483.0,4.4,89,28147.0,2.39
698,Darkness Falls,47488536.0,11000000.0,12024917.0,5.0,86,29482.0,2.35
699,Final Destination 2,90426405.0,26000000.0,16017141.0,6.2,90,146027.0,1.85
700,The Recruit,101191884.0,46000000.0,16302063.0,6.6,115,126540.0,1.78
701,Firefox,70687344.0,18000000.0,8152948.0,6.0,136,24132.0,2.20
702,How to Lose a Guy in 10 Days,177371441.0,50000000.0,23774850.0,6.4,116,199369.0,1.85
703,Shanghai Knights,88323487.0,50000000.0,19603630.0,6.2,114,97064.0,2.39
704,Daredevil,179179718.0,78000000.0,45033454.0,5.3,103,201809.0,2.35
705,The Jungle Book 2,135680000.0,20000000.0,14109797.0,5.4,72,14286.0,1.33
706,The Life of David Gale,16971092.0,50000000.0,7117225.0,7.6,130,104666.0,2.35
707,Old School,87055349.0,24000000.0,17453216.0,7.1,88,208632.0,2.35
708,Cradle 2 the Grave,56489558.0,25000000.0,16521486.0,5.8,101,40172.0,2.35
709,Bringing Down the House,164729679.0,33000000.0,31101026.0,5.6,105,34016.0,2.35
710,Tears of the Sun,42733286.0,70000000.0,17057213.0,6.6,121,109592.0,2.39
711,The Hunted,10782486.0,55000000.0,13482638.0,6.1,94,42216.0,1.85
712,Boat Trip,5872571.0,20000000.0,3815075.0,4.9,94,29597.0,1.85
713,Dreamcatcher,75715436.0,68000000.0,15027423.0,5.5,136,86548.0,2.35
714,The Core,74208267.0,60000000.0,12053131.0,5.5,135,88775.0,2.39
715,What a Girl Wants,14622111.0,20000000.0,11434964.0,5.8,105,57021.0,2.39
716,A Man Apart,44350926.0,36000000.0,11019224.0,6.1,109,43401.0,2.35
717,Phone Booth,97837138.0,13000000.0,15021088.0,7.0,81,243327.0,2.39
718,Anger Management,195745823.0,75000000.0,42220847.0,6.3,106,197338.0,2.35
719,Better Luck Tomorrow,3809226.0,250000.0,360772.0,7.0,101,8803.0,1.85
720,Ghosts of the Abyss,28780668.0,13000000.0,1408474.0,6.8,61,4826.0,1.78
721,House of 1000 Corpses,4194583.0,7000000.0,3460666.0,6.1,89,73221.0,1.85
722,Bulletproof Monk,13960630.0,52000000.0,8653542.0,5.5,104,46707.0,2.35
723,Holes,71406573.0,20000000.0,16300155.0,7.0,117,73326.0,1.85
724,Legal Eagles,93151591.0,40000000.0,8043360.0,6.0,116,9553.0,2.35
725,The Other Side of Heaven,4760014.0,7000000.0,55765.0,6.4,113,3942.0,1.85
726,Confidence,10404230.0,15000000.0,4563588.0,6.7,97,32742.0,2.35
727,Identity,90259536.0,30000000.0,16225263.0,7.3,90,217169.0,2.35
728,The Lizzie McGuire Movie,11273034.0,17000000.0,17338755.0,5.5,94,34319.0,2.39
729,Daddy Day Care,164433867.0,60000000.0,27623580.0,5.5,92,61202.0,1.85
730,The Matrix Reloaded,742128461.0,150000000.0,91774413.0,7.2,138,495526.0,2.39
731,Down with Love,14000000.0,35000000.0,45029.0,6.2,101,38331.0,2.35
732,Bruce Almighty,484572835.0,81000000.0,85734045.0,6.7,101,358099.0,1.85
733,The In-Laws,3905032.0,40000000.0,9222334.0,5.7,98,15877.0,1.85
734,Finding Nemo,936743261.0,94000000.0,16687773.0,8.1,100,907005.0,1.33
735,The Italian Job,176070171.0,60000000.0,19457944.0,7.0,111,331262.0,2.39
736,Wrong Turn,8922208.0,12600000.0,5161498.0,6.1,84,104607.0,1.85
737,2 Fast 2 Furious,107376377.0,76000000.0,50472480.0,5.9,107,240716.0,2.39
738,Dumb and Dumberer: When Harry Met Lloyd,39267515.0,19000000.0,10845064.0,3.4,85,36103.0,1.85
739,Rugrats Go Wild,13203787.0,25000000.0,11556869.0,5.6,80,7294.0,2.39
740,Charlie's Angels: Full Throttle,158345677.0,120000000.0,37634221.0,4.9,106,117259.0,1.78
741,Hulk,245284946.0,137000000.0,62128420.0,5.6,138,245279.0,1.85
742,"Legally Blonde 2: Red, White & Blonde",124914842.0,45000000.0,22220670.0,4.8,95,59009.0,1.85
743,Sinbad: Legend of the Seven Seas,80767884.0,60000000.0,6874477.0,6.7,86,46811.0,1.66
744,Terminator 3: Rise of the Machines,283000000.0,200000000.0,44041440.0,6.3,109,365531.0,2.39
